PLAYER_ID,NAME,DOB,POSITION,NATIONALITY,HEIGHT,WEIGHT,SEASON1_ID,SEASON2_ID,MIN_S1,MIN_S2,PTS_S1,PTS_S2,AST_S1,AST_S2,REB_S1,REB_S2,STL_S1,STL_S2,FG3M_S1,FG3M_S2,FG3A_S1,FG3A_S2,FTM_S1,FTM_S2,FTA_S1,FTA_S2,FGM_S1,FGM_S2,FGA_S1,FGA_S2,PLUS_MINUS_S1,PLUS_MINUS_S2
1628969,Mikal Bridges,1996-08-30T00:00:00,Guard-Forward,,6-6,209,2018-19,2019-20,2417.0,2042.0,684.0,667.0,173.0,129.0,264.0,292.0,129.0,102.0,105.0,70.0,313.0,194.0,95.0,103.0,118.0,122.0,242.0,247.0,563.0,484.0,,
1628983,Shai Gilgeous-Alexander,1998-07-12T00:00:00,Guard,,6-6,195,2018-19,2019-20,2174.0,2428.0,889.0,1331.0,270.0,232.0,232.0,412.0,96.0,79.0,51.0,87.0,139.0,251.0,156.0,288.0,195.0,357.0,341.0,478.0,716.0,1015.0,,
1628970,Miles Bridges,1998-03-21T00:00:00,Forward,,6-7,225,2018-19,2019-20,1696.0,1996.0,597.0,843.0,95.0,114.0,323.0,362.0,55.0,40.0,65.0,99.0,200.0,300.0,58.0,106.0,77.0,131.0,237.0,319.0,511.0,753.0,,
1629010,Jerome Robinson,1997-02-22T00:00:00,Guard,,6-5,190,2018-19,2019-20,321.0,476.0,112.0,122.0,19.0,46.0,41.0,60.0,11.0,13.0,18.0,19.0,57.0,67.0,6.0,11.0,9.0,19.0,44.0,46.0,110.0,136.0,,
1629008,Michael Porter Jr.,1998-06-29T00:00:00,Forward,,6-10,218,2019-20,2020-21,903.0,1912.0,512.0,1162.0,46.0,70.0,259.0,445.0,27.0,40.0,62.0,170.0,147.0,382.0,60.0,106.0,72.0,134.0,195.0,443.0,383.0,817.0,,
1628972,Troy Brown Jr.,1999-07-28T00:00:00,Guard-Forward,,6-7,215,2018-19,2019-20,730.0,1782.0,248.0,716.0,80.0,178.0,145.0,383.0,21.0,85.0,22.0,61.0,69.0,179.0,32.0,109.0,47.0,139.0,97.0,273.0,234.0,622.0,,
1629015,Zhaire Smith,1999-06-04T00:00:00,Guard,,6-3,205,2018-19,2019-20,111.0,32.0,40.0,8.0,10.0,2.0,13.0,2.0,2.0,3.0,6.0,0.0,16.0,3.0,6.0,2.0,8.0,4.0,14.0,3.0,34.0,11.0,,
1628978,Donte DiVincenzo,1997-01-31T00:00:00,Guard,,6-4,203,2018-19,2019-20,411.0,1520.0,131.0,610.0,31.0,154.0,65.0,318.0,13.0,85.0,22.0,83.0,83.0,247.0,9.0,63.0,12.0,86.0,50.0,232.0,124.0,510.0,,
1629022,Lonnie Walker IV,1998-12-14T00:00:00,Guard-Forward,,6-4,204,2018-19,2019-20,118.0,988.0,45.0,389.0,9.0,68.0,17.0,139.0,7.0,32.0,5.0,41.0,13.0,101.0,8.0,44.0,10.0,61.0,16.0,152.0,46.0,357.0,,
1628989,Kevin Huerter,1998-08-27T00:00:00,Guard-Forward,,6-7,198,2018-19,2019-20,2049.0,1760.0,727.0,684.0,214.0,213.0,245.0,228.0,65.0,51.0,136.0,127.0,353.0,334.0,41.0,53.0,56.0,64.0,275.0,252.0,657.0,610.0,,
1629006,Josh Okogie,1998-09-01T00:00:00,Guard,,6-4,213,2018-19,2019-20,1757.0,1547.0,570.0,533.0,91.0,99.0,218.0,268.0,88.0,68.0,60.0,41.0,215.0,154.0,118.0,152.0,162.0,191.0,196.0,170.0,508.0,398.0,,
1628960,Grayson Allen,1995-10-08T00:00:00,Guard,,6-3,198,2018-19,2019-20,416.0,718.0,211.0,330.0,25.0,52.0,23.0,85.0,6.0,10.0,32.0,57.0,99.0,141.0,45.0,39.0,60.0,45.0,67.0,117.0,178.0,251.0,,
1628990,Chandler Hutchison,1996-04-26T00:00:00,Forward-Guard,,6-6,210,2018-19,2019-20,895.0,527.0,229.0,218.0,34.0,26.0,185.0,108.0,23.0,27.0,14.0,12.0,50.0,38.0,23.0,46.0,38.0,78.0,96.0,80.0,209.0,175.0,,
1628988,Aaron Holiday,1996-09-30T00:00:00,Guard,,6-0,185,2018-19,2019-20,646.0,1617.0,294.0,627.0,87.0,225.0,67.0,156.0,21.0,55.0,43.0,87.0,127.0,221.0,41.0,74.0,50.0,87.0,105.0,233.0,262.0,563.0,,
1629014,Anfernee Simons,1999-06-08T00:00:00,Guard,,6-3,200,2018-19,2019-20,141.0,1449.0,75.0,579.0,13.0,97.0,13.0,152.0,1.0,26.0,10.0,75.0,29.0,226.0,9.0,76.0,16.0,92.0,28.0,214.0,63.0,536.0,,
1629021,Moritz Wagner,1997-04-26T00:00:00,Forward-Center,,6-11,245,2018-19,2019-20,446.0,835.0,207.0,393.0,24.0,56.0,85.0,219.0,11.0,28.0,22.0,25.0,77.0,80.0,43.0,78.0,53.0,95.0,71.0,145.0,171.0,266.0,,
1629013,Landry Shamet,1997-03-13T00:00:00,Guard,,6-5,190,2018-19,2018-19,1108.0,694.0,449.0,273.0,59.0,58.0,78.0,56.0,24.0,13.0,99.0,68.0,245.0,151.0,44.0,31.0,54.0,39.0,153.0,87.0,347.0,210.0,,
1628980,Jacob Evans,1997-06-18T00:00:00,Guard-Forward,,6-4,210,2018-19,2019-20,204.0,414.0,40.0,128.0,23.0,31.0,25.0,41.0,5.0,11.0,4.0,13.0,15.0,38.0,0.0,25.0,1.0,29.0,18.0,45.0,53.0,133.0,,
1629058,Dzanan Musa,1999-05-08T00:00:00,Guard-Forward,,6-9,217,2018-19,2019-20,39.0,487.0,19.0,192.0,2.0,43.0,5.0,86.0,2.0,15.0,1.0,19.0,10.0,78.0,0.0,45.0,2.0,60.0,9.0,64.0,22.0,172.0,,
1629016,Omari Spellman,1997-07-21T00:00:00,Forward,,6-8,245,2018-19,2019-20,805.0,886.0,272.0,370.0,47.0,47.0,194.0,219.0,26.0,33.0,44.0,43.0,128.0,110.0,32.0,73.0,45.0,92.0,98.0,127.0,244.0,295.0,,
1629627,Zion Williamson,2000-07-06T00:00:00,Forward,,6-6,284,2019-20,2020-21,668.0,2026.0,540.0,1647.0,50.0,226.0,150.0,441.0,16.0,57.0,6.0,10.0,14.0,34.0,114.0,369.0,178.0,529.0,210.0,634.0,360.0,1037.0,,
1629630,Ja Morant,1999-08-10T00:00:00,Guard,,6-2,174,2019-20,2020-21,2074.0,2053.0,1193.0,1204.0,488.0,465.0,259.0,252.0,58.0,57.0,60.0,73.0,179.0,241.0,239.0,271.0,308.0,372.0,447.0,430.0,937.0,957.0,,
1629628,RJ Barrett,2000-06-14T00:00:00,Forward-Guard,,6-6,214,2019-20,2020-21,1704.0,2511.0,803.0,1264.0,143.0,217.0,279.0,414.0,55.0,53.0,63.0,124.0,197.0,309.0,156.0,206.0,254.0,276.0,292.0,467.0,727.0,1060.0,,
1629631,De'Andre Hunter,1997-12-02T00:00:00,Forward-Guard,,6-8,221,2019-20,2020-21,2018.0,678.0,778.0,344.0,112.0,44.0,286.0,110.0,44.0,19.0,108.0,31.0,304.0,95.0,110.0,73.0,144.0,85.0,280.0,120.0,683.0,248.0,,
1629636,Darius Garland,2000-01-26T00:00:00,Guard,,6-1,192,2019-20,2020-21,1824.0,1790.0,728.0,941.0,229.0,329.0,111.0,129.0,42.0,66.0,105.0,105.0,296.0,266.0,63.0,112.0,72.0,132.0,280.0,362.0,699.0,802.0,,
1629633,Jarrett Culver,1999-02-20T00:00:00,Guard-Forward,,6-6,195,2019-20,2020-21,1506.0,499.0,580.0,180.0,110.0,24.0,212.0,104.0,57.0,17.0,66.0,13.0,221.0,53.0,54.0,29.0,117.0,48.0,230.0,69.0,569.0,168.0,,
1629632,Coby White,2000-02-16T00:00:00,Guard,,6-5,195,2019-20,2020-21,1674.0,2156.0,859.0,1041.0,175.0,328.0,230.0,284.0,49.0,38.0,133.0,163.0,376.0,454.0,102.0,128.0,129.0,142.0,312.0,375.0,792.0,902.0,,
1629637,Jaxson Hayes,2000-05-23T00:00:00,Center-Forward,,7-0,220,2019-20,2020-21,1080.0,964.0,472.0,449.0,56.0,35.0,259.0,257.0,26.0,25.0,1.0,6.0,4.0,14.0,123.0,93.0,190.0,120.0,174.0,175.0,259.0,280.0,,
1629060,Rui Hachimura,1998-02-08T00:00:00,Forward,,6-8,230,2019-20,2020-21,1444.0,1797.0,649.0,789.0,87.0,82.0,294.0,312.0,37.0,44.0,25.0,45.0,87.0,137.0,116.0,124.0,140.0,161.0,254.0,310.0,545.0,648.0,,
1629629,Cam Reddish,1999-09-01T00:00:00,Forward-Guard,,6-7,217,2019-20,2020-21,1551.0,750.0,610.0,292.0,87.0,35.0,216.0,104.0,62.0,33.0,83.0,33.0,250.0,126.0,101.0,67.0,126.0,82.0,213.0,96.0,554.0,263.0,,
1629661,Cameron Johnson,1996-03-03T00:00:00,Forward,,6-8,210,2019-20,2020-21,1255.0,1437.0,504.0,573.0,69.0,86.0,187.0,199.0,36.0,37.0,106.0,117.0,272.0,335.0,46.0,50.0,57.0,59.0,176.0,203.0,405.0,483.0,,
1629023,P.J. Washington,1998-08-23T00:00:00,Forward,,6-7,230,2019-20,2020-21,1759.0,1954.0,710.0,824.0,123.0,161.0,316.0,418.0,51.0,69.0,86.0,112.0,230.0,290.0,88.0,108.0,136.0,145.0,268.0,302.0,589.0,686.0,,
1629639,Tyler Herro,2000-01-20T00:00:00,Guard,,6-5,195,2019-20,2020-21,1508.0,1635.0,743.0,815.0,121.0,184.0,224.0,268.0,34.0,35.0,116.0,107.0,298.0,297.0,87.0,94.0,100.0,117.0,270.0,307.0,631.0,699.0,,
1629641,Romeo Langford,1999-10-25T00:00:00,Guard-Forward,,6-5,216,2019-20,2020-21,370.0,283.0,79.0,56.0,13.0,13.0,41.0,35.0,8.0,6.0,5.0,5.0,27.0,18.0,18.0,9.0,25.0,12.0,28.0,21.0,80.0,59.0,,
1629635,Sekou Doumbouya,2000-12-23T00:00:00,Forward,,6-9,230,2019-20,2020-21,754.0,869.0,243.0,285.0,19.0,47.0,118.0,143.0,20.0,24.0,28.0,26.0,98.0,115.0,31.0,45.0,46.0,64.0,92.0,107.0,236.0,282.0,,
1629643,Chuma Okeke,1998-08-18T00:00:00,Forward,,6-7,229,2020-21,2021-22,1133.0,1749.0,349.0,605.0,101.0,118.0,181.0,347.0,48.0,97.0,49.0,118.0,141.0,371.0,30.0,55.0,40.0,65.0,135.0,216.0,324.0,575.0,,
1629638,Nickeil Alexander-Walker,1998-09-02T00:00:00,Guard,,6-5,205,2019-20,2020-21,591.0,1007.0,267.0,508.0,89.0,102.0,84.0,144.0,17.0,47.0,46.0,76.0,133.0,219.0,25.0,48.0,37.0,66.0,98.0,192.0,266.0,458.0,,
1629048,Goga Bitadze,1999-07-20T00:00:00,Center-Forward,,6-10,250,2019-20,2020-21,471.0,561.0,172.0,231.0,23.0,37.0,106.0,150.0,10.0,9.0,8.0,20.0,42.0,79.0,24.0,45.0,33.0,61.0,70.0,83.0,150.0,194.0,,
1629677,Luka Samanic,2000-01-09T00:00:00,Forward,,6-10,227,2019-20,2020-21,48.0,308.0,16.0,122.0,6.0,15.0,10.0,68.0,0.0,8.0,3.0,12.0,8.0,43.0,3.0,16.0,4.0,29.0,5.0,47.0,16.0,105.0,,
1629680,Matisse Thybulle,1997-03-04T00:00:00,Guard-Forward,,6-5,202,2019-20,2020-21,1287.0,1298.0,305.0,255.0,79.0,63.0,107.0,124.0,93.0,105.0,56.0,43.0,157.0,143.0,25.0,8.0,41.0,18.0,112.0,102.0,265.0,243.0,,
1629634,Brandon Clarke,1996-09-19T00:00:00,Forward,,6-8,215,2019-20,2020-21,1300.0,1415.0,700.0,610.0,81.0,95.0,345.0,328.0,32.0,60.0,23.0,20.0,64.0,77.0,85.0,78.0,112.0,113.0,296.0,256.0,479.0,495.0,,
1629684,Grant Williams,1998-11-30T00:00:00,Forward,,6-6,236,2019-20,2020-21,1043.0,1138.0,237.0,294.0,68.0,64.0,178.0,178.0,30.0,32.0,24.0,48.0,96.0,129.0,39.0,30.0,54.0,51.0,87.0,108.0,211.0,247.0,,
1629647,Darius Bazley,2000-06-12T00:00:00,Forward,,6-9,216,2019-20,2020-21,1129.0,1714.0,342.0,754.0,41.0,99.0,246.0,396.0,23.0,29.0,49.0,83.0,141.0,286.0,43.0,125.0,62.0,178.0,125.0,273.0,317.0,690.0,,
1629660,Ty Jerome,1997-07-08T00:00:00,Guard-Forward,,6-5,195,2019-20,2020-21,328.0,788.0,102.0,353.0,44.0,120.0,46.0,91.0,15.0,20.0,14.0,71.0,50.0,168.0,12.0,26.0,16.0,34.0,38.0,128.0,113.0,287.0,,
1629642,Nassir Little,2000-02-11T00:00:00,Forward-Guard,,6-6,220,2019-20,2020-21,572.0,640.0,172.0,220.0,22.0,23.0,108.0,128.0,13.0,5.0,14.0,28.0,59.0,80.0,28.0,36.0,44.0,45.0,65.0,78.0,151.0,167.0,,
1629685,Dylan Windler,1996-09-22T00:00:00,Guard-Forward,,6-7,196,2020-21,2021-22,513.0,459.0,161.0,110.0,33.0,34.0,107.0,89.0,19.0,14.0,26.0,21.0,77.0,70.0,21.0,15.0,27.0,18.0,57.0,37.0,130.0,98.0,,
1629662,Mfiondu Kabengele,1997-08-14T00:00:00,Center,,6-10,250,2019-20,2020-21,64.0,94.0,42.0,27.0,2.0,5.0,11.0,14.0,2.0,2.0,9.0,4.0,20.0,18.0,5.0,5.0,5.0,6.0,14.0,9.0,32.0,32.0,,
1629673,Jordan Poole,1999-06-19T00:00:00,Guard,,6-4,194,2019-20,2020-21,1274.0,988.0,503.0,612.0,134.0,99.0,118.0,92.0,35.0,26.0,74.0,97.0,265.0,276.0,95.0,105.0,119.0,119.0,167.0,205.0,502.0,474.0,,
1629640,Keldon Johnson,1999-10-11T00:00:00,Forward-Guard,,6-6,220,2019-20,2020-21,301.0,1968.0,154.0,881.0,15.0,121.0,57.0,412.0,14.0,40.0,13.0,60.0,22.0,181.0,35.0,145.0,44.0,196.0,53.0,338.0,89.0,705.0,,
1629645,Kevin Porter Jr.,2000-05-04T00:00:00,Guard-Forward,,6-4,203,2019-20,2020-21,1162.0,836.0,498.0,431.0,109.0,164.0,162.0,99.0,46.0,19.0,53.0,50.0,158.0,161.0,73.0,69.0,101.0,94.0,186.0,156.0,421.0,367.0,,
1630162,Anthony Edwards,2001-08-05T00:00:00,Guard,,6-4,225,2020-21,2021-22,2314.0,2466.0,1392.0,1533.0,211.0,275.0,336.0,343.0,82.0,105.0,171.0,215.0,520.0,602.0,211.0,220.0,272.0,280.0,505.0,549.0,1211.0,1245.0,,
1630164,James Wiseman,2001-03-31T00:00:00,Center,,6-11,240,2020-21,2022-23,836.0,262.0,448.0,145.0,26.0,14.0,226.0,73.0,11.0,3.0,12.0,1.0,38.0,2.0,54.0,26.0,86.0,38.0,191.0,59.0,368.0,94.0,,
1630163,LaMelo Ball,2001-08-22T00:00:00,Guard,,6-7,180,2020-21,2021-22,1469.0,2422.0,803.0,1508.0,313.0,571.0,302.0,501.0,81.0,119.0,92.0,220.0,261.0,565.0,125.0,212.0,165.0,243.0,293.0,538.0,672.0,1254.0,,
1630172,Patrick Williams,2001-08-26T00:00:00,Forward,,6-7,215,2020-21,2021-22,1983.0,422.0,655.0,153.0,99.0,15.0,327.0,69.0,64.0,9.0,54.0,15.0,138.0,29.0,91.0,30.0,125.0,41.0,255.0,54.0,528.0,102.0,,
1630171,Isaac Okoro,2001-01-26T00:00:00,Forward-Guard,,6-5,225,2020-21,2021-22,2173.0,1981.0,646.0,588.0,128.0,121.0,206.0,201.0,62.0,56.0,62.0,55.0,214.0,157.0,114.0,119.0,157.0,155.0,235.0,207.0,559.0,431.0,,
1630168,Onyeka Okongwu,2000-12-11T00:00:00,Forward-Center,,6-10,240,2020-21,2021-22,601.0,992.0,228.0,392.0,18.0,53.0,163.0,283.0,23.0,31.0,0.0,0.0,3.0,0.0,36.0,80.0,57.0,110.0,96.0,156.0,149.0,226.0,,
1630165,Killian Hayes,2001-07-27T00:00:00,Guard,,6-5,195,2020-21,2021-22,670.0,1647.0,176.0,453.0,138.0,277.0,69.0,210.0,27.0,78.0,20.0,44.0,72.0,167.0,14.0,57.0,17.0,74.0,71.0,176.0,201.0,459.0,,
1630167,Obi Toppin,1998-03-04T00:00:00,Forward,,6-9,220,2020-21,2021-22,683.0,1230.0,253.0,648.0,29.0,77.0,138.0,268.0,17.0,25.0,26.0,52.0,85.0,169.0,19.0,94.0,26.0,124.0,104.0,251.0,209.0,473.0,,
1630166,Deni Avdija,2001-01-03T00:00:00,Forward,,6-9,228,2020-21,2021-22,1257.0,1984.0,342.0,685.0,63.0,167.0,262.0,425.0,32.0,59.0,53.0,82.0,168.0,259.0,29.0,103.0,45.0,136.0,130.0,250.0,312.0,579.0,,
1630188,Jalen Smith,2000-03-16T00:00:00,Forward-Center,,6-9,215,2020-21,2021-22,156.0,382.0,53.0,175.0,4.0,6.0,37.0,139.0,1.0,6.0,4.0,9.0,17.0,39.0,5.0,40.0,7.0,52.0,22.0,63.0,50.0,137.0,,
1630170,Devin Vassell,2000-08-23T00:00:00,Guard-Forward,,6-5,200,2020-21,2021-22,1056.0,1937.0,341.0,872.0,56.0,136.0,174.0,306.0,43.0,76.0,52.0,137.0,150.0,380.0,43.0,83.0,51.0,99.0,123.0,326.0,303.0,764.0,,
1630169,Tyrese Haliburton,2000-02-29T00:00:00,Guard,,6-5,185,2020-21,2021-22,1746.0,1757.0,753.0,727.0,309.0,379.0,173.0,199.0,77.0,86.0,121.0,104.0,296.0,252.0,48.0,87.0,56.0,104.0,292.0,268.0,619.0,586.0,,
1630184,Kira Lewis Jr.,2001-04-06T00:00:00,Guard,,6-1,170,2020-21,2021-22,904.0,341.0,343.0,141.0,124.0,49.0,71.0,39.0,38.0,11.0,40.0,13.0,120.0,58.0,43.0,10.0,51.0,12.0,130.0,59.0,337.0,146.0,,
1630174,Aaron Nesmith,1999-10-16T00:00:00,Guard-Forward,,6-5,215,2020-21,2021-22,669.0,574.0,218.0,196.0,23.0,22.0,127.0,89.0,15.0,20.0,40.0,31.0,108.0,115.0,22.0,21.0,28.0,26.0,78.0,72.0,178.0,182.0,,
1630175,Cole Anthony,2000-05-15T00:00:00,Guard,,6-2,185,2020-21,2021-22,1273.0,2059.0,605.0,1062.0,192.0,369.0,221.0,348.0,30.0,46.0,58.0,132.0,172.0,391.0,109.0,216.0,131.0,253.0,219.0,357.0,552.0,912.0,,
1630191,Isaiah Stewart,2001-05-22T00:00:00,Forward-Center,,6-8,250,2020-21,2021-22,1455.0,1816.0,537.0,589.0,59.0,82.0,453.0,617.0,39.0,22.0,21.0,15.0,63.0,46.0,64.0,74.0,92.0,103.0,226.0,250.0,409.0,490.0,,
1630197,Aleksej Pokusevski,2001-12-26T00:00:00,Forward,,7-0,210,2020-21,2021-22,1090.0,1233.0,367.0,464.0,97.0,131.0,212.0,318.0,20.0,39.0,58.0,57.0,207.0,197.0,31.0,35.0,42.0,50.0,139.0,186.0,408.0,456.0,,
1630182,Josh Green,2000-11-16T00:00:00,Guard,,6-5,200,2020-21,2021-22,445.0,1039.0,101.0,319.0,28.0,79.0,78.0,161.0,16.0,45.0,4.0,28.0,25.0,78.0,13.0,31.0,23.0,45.0,42.0,130.0,93.0,256.0,,
1630180,Saddiq Bey,1999-04-09T00:00:00,Guard-Forward,,6-8,215,2020-21,2021-22,1909.0,2704.0,857.0,1321.0,95.0,233.0,318.0,441.0,52.0,73.0,175.0,211.0,460.0,610.0,124.0,210.0,147.0,254.0,279.0,450.0,691.0,1136.0,,
1630173,Precious Achiuwa,1999-09-19T00:00:00,Forward,,6-8,243,2020-21,2021-22,737.0,1725.0,304.0,664.0,29.0,82.0,208.0,473.0,20.0,37.0,0.0,56.0,1.0,156.0,56.0,78.0,110.0,131.0,124.0,265.0,228.0,603.0,,
1630178,Tyrese Maxey,2000-11-04T00:00:00,Guard,,6-2,200,2020-21,2021-22,936.0,2650.0,488.0,1311.0,120.0,321.0,104.0,240.0,26.0,55.0,31.0,132.0,103.0,309.0,61.0,213.0,70.0,246.0,198.0,483.0,429.0,995.0,,
1630192,Zeke Nnaji,2001-01-09T00:00:00,Forward-Center,,6-9,240,2020-21,2021-22,397.0,698.0,136.0,270.0,10.0,17.0,65.0,147.0,8.0,16.0,24.0,37.0,59.0,80.0,12.0,41.0,15.0,65.0,50.0,96.0,104.0,186.0,,
1630195,Leandro Bolmaro,2000-09-11T00:00:00,Forward,,6-6,200,2021-22,2022-23,241.0,68.0,50.0,6.0,21.0,7.0,43.0,7.0,6.0,3.0,5.0,0.0,18.0,4.0,11.0,0.0,13.0,0.0,17.0,3.0,54.0,20.0,,
1630181,R.J. Hampton,2001-02-07T00:00:00,Guard,,6-4,175,2020-21,2020-21,233.0,655.0,64.0,290.0,14.0,73.0,50.0,129.0,5.0,16.0,5.0,22.0,18.0,69.0,9.0,46.0,12.0,70.0,25.0,111.0,60.0,253.0,,
1630193,Immanuel Quickley,1999-06-17T00:00:00,Guard,,6-2,190,2020-21,2021-22,1244.0,1802.0,731.0,882.0,127.0,275.0,137.0,247.0,30.0,54.0,118.0,137.0,303.0,396.0,155.0,177.0,174.0,201.0,229.0,284.0,580.0,724.0,,
1630202,Payton Pritchard,1998-01-28T00:00:00,Guard,,6-1,195,2020-21,2021-22,1268.0,1001.0,510.0,442.0,120.0,139.0,158.0,134.0,37.0,25.0,102.0,101.0,248.0,245.0,40.0,21.0,45.0,21.0,184.0,160.0,418.0,373.0,,
1628962,Udoka Azubuike,1999-09-17T00:00:00,Center-Forward,,6-11,270,2020-21,2021-22,57.0,195.0,16.0,80.0,0.0,0.0,13.0,71.0,1.0,1.0,0.0,0.0,0.0,0.0,8.0,6.0,10.0,11.0,4.0,37.0,9.0,49.0,,
1630183,Jaden McDaniels,2000-09-29T00:00:00,Forward,,6-9,185,2020-21,2021-22,1511.0,1803.0,427.0,647.0,71.0,79.0,232.0,293.0,35.0,52.0,72.0,80.0,198.0,252.0,27.0,57.0,45.0,71.0,164.0,255.0,367.0,554.0,,
1630201,Malachi Flynn,1998-05-09T00:00:00,Guard,,6-1,185,2020-21,2021-22,928.0,537.0,353.0,189.0,137.0,70.0,116.0,63.0,38.0,20.0,54.0,30.0,168.0,90.0,45.0,15.0,56.0,24.0,127.0,72.0,340.0,183.0,,
1630217,Desmond Bane,1998-06-25T00:00:00,Guard,,6-5,215,2020-21,2021-22,1519.0,2266.0,625.0,1384.0,118.0,208.0,210.0,334.0,41.0,92.0,117.0,228.0,271.0,523.0,40.0,140.0,49.0,155.0,234.0,508.0,499.0,1101.0,,
1630595,Cade Cunningham,2001-09-25T00:00:00,Guard,,6-6,220,2021-22,2022-23,2088.0,400.0,1114.0,239.0,356.0,72.0,354.0,74.0,78.0,10.0,114.0,17.0,363.0,61.0,142.0,36.0,168.0,43.0,429.0,93.0,1031.0,224.0,,
1630224,Jalen Green,2002-02-09T00:00:00,Guard,,6-4,186,2021-22,2022-23,2138.0,2602.0,1157.0,1683.0,176.0,281.0,226.0,284.0,44.0,59.0,157.0,187.0,458.0,554.0,188.0,364.0,236.0,463.0,406.0,566.0,954.0,1359.0,,
1630596,Evan Mobley,2001-06-18T00:00:00,Center,,6-11,215,2021-22,2022-23,2331.0,2715.0,1034.0,1277.0,174.0,224.0,570.0,711.0,56.0,60.0,23.0,22.0,92.0,102.0,167.0,205.0,252.0,304.0,422.0,525.0,830.0,947.0,,
1630567,Scottie Barnes,2001-08-01T00:00:00,Forward-Guard,,6-8,237,2021-22,2022-23,2617.0,2678.0,1134.0,1179.0,256.0,371.0,557.0,512.0,80.0,83.0,58.0,63.0,193.0,224.0,158.0,190.0,215.0,246.0,459.0,463.0,932.0,1016.0,,
1630591,Jalen Suggs,2001-06-03T00:00:00,Guard,,6-5,205,2021-22,2022-23,1307.0,1246.0,564.0,524.0,209.0,155.0,171.0,161.0,59.0,67.0,42.0,66.0,196.0,202.0,126.0,86.0,163.0,119.0,198.0,186.0,548.0,444.0,,
1630581,Josh Giddey,2002-10-10T00:00:00,Guard,,6-8,216,2021-22,2022-23,1700.0,2367.0,674.0,1260.0,345.0,469.0,421.0,599.0,51.0,57.0,56.0,76.0,213.0,234.0,56.0,106.0,79.0,145.0,281.0,539.0,670.0,1118.0,,
1630228,Jonathan Kuminga,2002-10-06T00:00:00,Forward,,6-7,225,2021-22,2022-23,1185.0,1394.0,652.0,666.0,64.0,125.0,234.0,231.0,31.0,41.0,50.0,54.0,149.0,146.0,130.0,90.0,190.0,138.0,236.0,261.0,460.0,497.0,,
1630532,Franz Wagner,2001-08-27T00:00:00,Forward,,6-10,220,2021-22,2022-23,2429.0,2609.0,1197.0,1485.0,231.0,283.0,356.0,329.0,68.0,77.0,96.0,130.0,271.0,360.0,189.0,271.0,219.0,322.0,456.0,542.0,975.0,1118.0,,
1630558,Davion Mitchell,1998-09-05T00:00:00,Guard,,6-0,202,2021-22,2022-23,2076.0,1447.0,861.0,450.0,313.0,185.0,166.0,105.0,55.0,44.0,101.0,63.0,320.0,197.0,56.0,25.0,85.0,31.0,352.0,181.0,843.0,399.0,,
1630533,Ziaire Williams,2001-09-12T00:00:00,Forward,,6-9,185,2021-22,2022-23,1346.0,561.0,501.0,210.0,65.0,35.0,129.0,79.0,35.0,14.0,76.0,25.0,242.0,97.0,43.0,17.0,55.0,22.0,191.0,84.0,424.0,196.0,,
1630547,James Bouknight,2000-09-18T00:00:00,Guard,,6-4,190,2021-22,2022-23,304.0,515.0,142.0,191.0,26.0,41.0,52.0,72.0,7.0,14.0,17.0,33.0,49.0,109.0,27.0,20.0,31.0,30.0,49.0,69.0,141.0,193.0,,
1630563,Joshua Primo,2002-12-24T00:00:00,Guard,,6-4,189,2021-22,2022-23,965.0,93.0,288.0,28.0,81.0,18.0,113.0,13.0,20.0,1.0,42.0,3.0,137.0,12.0,44.0,7.0,59.0,9.0,101.0,9.0,270.0,26.0,,
1630537,Chris Duarte,1997-06-13T00:00:00,Guard,,6-5,190,2021-22,2022-23,1541.0,897.0,720.0,362.0,114.0,64.0,226.0,115.0,56.0,25.0,94.0,55.0,255.0,174.0,90.0,61.0,112.0,72.0,268.0,123.0,621.0,333.0,,
1630541,Moses Moody,2002-05-31T00:00:00,Guard,,6-5,211,2021-22,2022-23,607.0,817.0,228.0,302.0,23.0,51.0,80.0,105.0,7.0,18.0,40.0,49.0,110.0,135.0,28.0,37.0,36.0,53.0,80.0,108.0,183.0,227.0,,
1630557,Corey Kispert,1999-03-03T00:00:00,Forward,,6-6,224,2021-22,2022-23,1801.0,2093.0,634.0,820.0,85.0,87.0,209.0,207.0,35.0,32.0,112.0,163.0,320.0,384.0,54.0,75.0,62.0,88.0,234.0,291.0,514.0,585.0,,
1630578,Alperen Sengun,2002-07-25T00:00:00,Center,,6-11,243,2021-22,2022-23,1489.0,2171.0,692.0,1109.0,185.0,291.0,393.0,678.0,59.0,70.0,29.0,19.0,117.0,57.0,165.0,206.0,232.0,288.0,249.0,442.0,525.0,799.0,,
1630530,Trey Murphy III,2000-06-18T00:00:00,Forward,,6-8,206,2021-22,2022-23,864.0,2448.0,334.0,1148.0,38.0,112.0,147.0,281.0,23.0,89.0,71.0,202.0,186.0,497.0,45.0,172.0,51.0,190.0,109.0,387.0,277.0,800.0,,
1630544,Tre Mann,2001-02-03T00:00:00,Guard,,6-3,178,2021-22,2022-23,1367.0,1183.0,625.0,517.0,91.0,120.0,171.0,155.0,47.0,40.0,98.0,81.0,272.0,257.0,65.0,42.0,82.0,55.0,231.0,197.0,588.0,501.0,,
